Participant_ID,Scenario_ID,Round_Number,Start_Time,End_Time,Fixation_Duration_ms,Fixation_Count,Latency_ms,Dwell_Time_ms,Saccade_Frequency,Scan_Path_Length_px,Object_ID,Object_Label,Bounding_Box_Xmin,Bounding_Box_Ymin,Bounding_Box_Xmax,Bounding_Box_Ymax,Confidence_Score,Object_Found,Robot_Alignment_Time_ms
P01,S4,5,2025-08-11T15:07:12.815445,2025-08-11T15:07:12.849220,33,1,30.70235252380371,33,0,0,0,person,140.198,768.1917,979.2202,1074.3115,0.5333,Yes,
P01,S4,5,2025-08-11T15:07:12.849220,2025-08-11T15:07:12.894490,45,2,30.70235252380371,79,0,0,0,person,140.198,768.1917,979.2202,1074.3115,0.5333,Yes,
P01,S4,5,2025-08-11T15:07:12.894490,2025-08-11T15:07:12.924061,29,3,30.70235252380371,108,0,0,0,person,140.198,768.1917,979.2202,1074.3115,0.5333,Yes,
P01,S4,5,2025-08-11T15:07:12.924061,2025-08-11T15:07:12.949520,25,4,30.70235252380371,134,0,0,0,person,140.198,768.1917,979.2202,1074.3115,0.5333,Yes,
P01,S4,5,2025-08-11T15:07:12.949520,2025-08-11T15:07:13.099093,149,5,30.70235252380371,283,0,0,0,person,140.198,768.1917,979.2202,1074.3115,0.5333,Yes,
P01,S4,5,2025-08-11T15:07:13.099093,2025-08-11T15:07:13.117006,17,6,30.70235252380371,301,0,0,0,person,140.198,768.1917,979.2202,1074.3115,0.5333,Yes,
P01,S4,5,2025-08-11T15:07:13.117006,2025-08-11T15:07:13.134103,17,7,30.70235252380371,318,0,0,0,person,140.198,768.1917,979.2202,1074.3115,0.5333,Yes,
P01,S4,5,2025-08-11T15:07:13.134103,2025-08-11T15:07:13.163305,29,8,30.70235252380371,347,0,0,0,person,140.198,768.1917,979.2202,1074.3115,0.5333,Yes,
P01,S4,5,2025-08-11T15:07:13.117006,2025-08-11T15:07:13.273710,156,1,332.2634696960449,156,0,0,67,cell phone,742.7035,694.8651,862.3246,845.8904,0.5867,Yes,
P01,S4,5,2025-08-11T15:07:13.296369,2025-08-11T15:07:13.296369,0,1,511.6262435913086,0,0,0,41,cup,439.0786,556.711,543.1826,685.5256,0.7627,Yes,
P01,S4,5,2025-08-11T15:07:13.163305,2025-08-11T15:07:13.296369,133,9,30.70235252380371,480,0,0,0,person,140.198,768.1917,979.2202,1074.3115,0.5333,Yes,
P01,S4,5,2025-08-11T15:07:13.429502,2025-08-11T15:07:13.462803,33,2,511.6262435913086,33,0,0,41,cup,439.0786,556.711,543.1826,685.5256,0.7627,Yes,
