Participant_ID,Scenario_ID,Round_Number,Start_Time,End_Time,Fixation_Duration_ms,Fixation_Count,Latency_ms,Dwell_Time_ms,Saccade_Frequency,Scan_Path_Length_px,Object_ID,Object_Label,Bounding_Box_Xmin,Bounding_Box_Ymin,Bounding_Box_Xmax,Bounding_Box_Ymax,Confidence_Score,Object_Found,Robot_Alignment_Time_ms
P02,S3,2,2025-08-11T15:52:40.945044,2025-08-11T15:52:41.215387,270,1,62.08610534667969,270,0,0,62,tv,334.0416,29.5195,939.6531,518.5851,0.6114,Yes,
P02,S3,2,2025-08-11T15:52:41.248814,2025-08-11T15:52:41.316414,67,2,62.08610534667969,337,0,0,62,tv,334.0416,29.5195,939.6531,518.5851,0.6114,Yes,
P02,S3,2,2025-08-11T15:52:41.357696,2025-08-11T15:52:41.357696,0,1,474.73835945129395,0,0,0,41,cup,463.6771,546.3739,579.8966,634.6615,0.9134,Yes,
P02,S3,2,2025-08-11T15:52:41.379888,2025-08-11T15:52:41.415600,35,2,474.73835945129395,35,0,0,41,cup,463.6771,546.3739,579.8966,634.6615,0.9134,Yes,
P02,S3,2,2025-08-11T15:52:41.415600,2025-08-11T15:52:41.448315,32,3,474.73835945129395,68,0,0,41,cup,463.6771,546.3739,579.8966,634.6615,0.9134,Yes,
P02,S3,2,2025-08-11T15:52:41.448315,2025-08-11T15:52:41.483570,35,4,474.73835945129395,103,0,0,41,cup,463.6771,546.3739,579.8966,634.6615,0.9134,Yes,
P02,S3,2,2025-08-11T15:52:41.483570,2025-08-11T15:52:41.525804,42,5,474.73835945129395,145,0,0,41,cup,463.6771,546.3739,579.8966,634.6615,0.9134,Yes,
P02,S3,2,2025-08-11T15:52:41.525804,2025-08-11T15:52:41.546864,21,6,474.73835945129395,166,0,0,41,cup,463.6771,546.3739,579.8966,634.6615,0.9134,Yes,
P02,S3,2,2025-08-11T15:52:41.546864,2025-08-11T15:52:41.580875,34,7,474.73835945129395,200,0,0,41,cup,463.6771,546.3739,579.8966,634.6615,0.9134,Yes,
P02,S3,2,2025-08-11T15:52:41.614997,2025-08-11T15:52:41.651531,36,8,474.73835945129395,237,0,0,41,cup,463.6771,546.3739,579.8966,634.6615,0.9134,Yes,
P02,S3,2,2025-08-11T15:52:41.357696,2025-08-11T15:52:41.651531,293,1,474.73835945129395,293,0,0,60,dining table,5.5383,502.3795,1078.212,849.6341,0.6343,Yes,
